DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Browse Exists,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Entity ID,Display ID,Ordering ID
1,N,LC80100462013364LGN00,10,46,10,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/30/13,2013:364:15:21:52.5531252,2013:364:15:22:23.5534323,9,8.47,40.74232813,150.1450211,5.119,5.503,Yes,"20¡13'47.17""N","74¡04'44.44""W","21¡16'37.52""N","74¡46'25.86""W","20¡54'35.14""N","72¡58'59.74""W","19¡10'17.29""N","73¡23'46.18""W","19¡32'26.05""N","75¡09'59.58""W",20.22977,-74.07901,21.27709,-74.77385,20.90976,-72.98326,19.17147,-73.39616,19.54057,-75.16655,LC80100462013364LGN00,LC80100462013364LGN00,LC80100462013364LGN00
1,N,LC80100472013364LGN00,10,47,10,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/30/13,2013:364:15:22:16.5533616,2013:364:15:22:47.5536747,9,3.75,41.87066277,149.2650467,4.245,6.005,Yes,"18¡47'14.21""N","74¡24'40.68""W","19¡50'03.91""N","75¡06'00.90""W","19¡28'06.60""N","73¡19'34.57""W","17¡43'45.95""N","73¡44'00.13""W","18¡05'50.21""N","75¡29'19.79""W",18.78728,-74.4113,19.83442,-75.10025,19.4685,-73.32627,17.72943,-73.73337,18.09728,-75.48883,LC80100472013364LGN00,LC80100472013364LGN00,LC80100472013364LGN00
1,N,LC80120452013362LGN00,12,45,12,45,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/28/13,2013:362:15:33:50.5603050,2013:362:15:34:22.5606222,9,13.12,39.60405555,151.3216458,6.579,4.94,Yes,"21¡40'18.37""N","76¡49'57.07""W","22¡43'09.41""N","77¡32'01.07""W","22¡21'01.51""N","75¡43'30.14""W","20¡36'46.73""N","76¡08'39.55""W","20¡59'00.42""N","77¡55'51.38""W",21.67177,-76.83252,22.71928,-77.53363,22.35042,-75.72504,20.61298,-76.14432,20.98345,-77.93094,LC80120452013362LGN00,LC80120452013362LGN00,LC80120452013362LGN00
1,N,LC80120462013362LGN00,12,46,12,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/28/13,2013:362:15:34:14.5605414,2013:362:15:34:46.5608646,9,6.31,40.7502307,150.4845785,5.006,4.539,Yes,"20¡13'46.49""N","77¡10'09.08""W","21¡16'36.80""N","77¡51'50.26""W","20¡54'34.45""N","76¡04'24.24""W","19¡10'16.61""N","76¡29'10.75""W","19¡32'25.33""N","78¡15'23.98""W",20.22958,-77.16919,21.27689,-77.86396,20.90957,-76.0734,19.17128,-76.48632,19.54037,-78.25666,LC80120462013362LGN00,LC80120462013362LGN00,LC80120462013362LGN00
1,N,LC80120472013362LGN00,12,47,12,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/28/13,2013:362:15:34:38.5607838,2013:362:15:35:10.5611010,9,11.44,41.88380392,149.6104376,6.767,6.505,Yes,"18¡47'14.46""N","77¡30'05.04""W","19¡50'04.16""N","78¡11'25.26""W","19¡28'06.85""N","76¡24'58.90""W","17¡43'46.16""N","76¡49'24.53""W","18¡05'50.42""N","78¡34'44.18""W",18.78735,-77.5014,19.83449,-78.19035,19.46857,-76.41636,17.72949,-76.82348,18.09734,-78.57894,LC80120472013362LGN00,LC80120472013362LGN00,LC80120472013362LGN00
1,N,LC80120482013362LGN00,12,48,12,48,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/28/13,2013:362:15:35:02.5610202,2013:362:15:35:34.5613434,9,7.48,43.00425422,148.6961413,6.61,6.704,Yes,"17¡20'40.56""N","77¡49'46.85""W","18¡23'29.83""N","78¡30'47.77""W","18¡01'36.98""N","76¡45'15.95""W","16¡17'13.92""N","77¡09'22.57""W","16¡39'14.18""N","78¡53'53.59""W",17.3446,-77.82968,18.39162,-78.51327,18.02694,-76.75443,16.2872,-77.15627,16.65394,-78.89822,LC80120482013362LGN00,LC80120482013362LGN00,LC80120482013362LGN00
1,N,LC80050482013361LGN00,5,48,5,48,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/27/13,2013:361:14:51:47.5350747,2013:361:14:52:19.5353919,9,8.94,43.02432904,148.8700189,4.52,3.931,Yes,"17¡20'39.73""N","67¡00'49.39""W","18¡23'28.97""N","67¡41'50.50""W","18¡01'35.98""N","65¡56'18.24""W","16¡17'12.98""N","66¡20'24.86""W","16¡39'13.36""N","68¡04'56.32""W",17.34437,-67.01372,18.39138,-67.69736,18.02666,-65.9384,16.28694,-66.34024,16.65371,-68.08231,LC80050482013361LGN00,LC80050482013361LGN00,LC80050482013361LGN00
1,N,LC80050472013361LGN00,5,47,5,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/27/13,2013:361:14:51:23.5348323,2013:361:14:51:55.5351555,9,9.82,41.9009337,149.7819352,4.55,4.254,Yes,"18¡47'14.50""N","66¡41'07.37""W","19¡50'04.20""N","67¡22'27.48""W","19¡28'06.89""N","65¡36'01.33""W","17¡43'46.27""N","66¡00'26.96""W","18¡05'50.50""N","67¡45'46.48""W",18.78736,-66.68538,19.8345,-67.3743,19.46858,-65.60037,17.72952,-66.00749,18.09736,-67.76291,LC80050472013361LGN00,LC80050472013361LGN00,LC80050472013361LGN00
1,N,LC80070472013359LGN00,7,47,7,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/25/13,2013:359:15:03:45.5422545,2013:359:15:04:17.5425717,9,8.16,41.95373804,150.0988471,4.75,5.906,Yes,"18¡47'14.42""N","69¡46'29.03""W","19¡50'04.09""N","70¡27'49.39""W","19¡28'06.82""N","68¡41'23.06""W","17¡43'46.16""N","69¡05'48.62""W","18¡05'50.39""N","70¡51'08.32""W",18.78734,-69.77473,19.83447,-70.46372,19.46856,-68.68974,17.72949,-69.09684,18.09733,-70.85231,LC80070472013359LGN00,LC80070472013359LGN00,LC80070472013359LGN00
1,N,LC80070482013359LGN00,7,48,7,48,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/25/13,2013:359:15:04:09.5424909,2013:359:15:04:41.5428141,9,11.92,43.082253,149.1910263,4.336,5.798,Yes,"17¡20'39.55""N","70¡06'11.12""W","18¡23'28.72""N","70¡47'11.58""W","18¡01'36.05""N","69¡01'40.48""W","16¡17'12.84""N","69¡25'47.06""W","16¡39'12.92""N","71¡10'17.36""W",17.34432,-70.10309,18.39131,-70.78655,18.02668,-69.02791,16.2869,-69.42974,16.65359,-71.17149,LC80070482013359LGN00,LC80070482013359LGN00,LC80070482013359LGN00
1,N,LC80090482013357LGN00,9,48,9,48,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/23/13,2013:357:15:16:31.5499131,2013:357:15:17:03.5502303,9,5.04,43.1660401,149.4917692,4.714,6.001,Yes,"17¡20'39.08""N","73¡11'28.75""W","18¡23'28.21""N","73¡52'29.17""W","18¡01'35.65""N","72¡06'58.43""W","16¡17'12.37""N","72¡31'04.94""W","16¡39'12.38""N","74¡15'34.88""W",17.34419,-73.19132,18.39117,-73.87477,18.02657,-72.11623,16.28677,-72.51804,16.65344,-74.25969,LC80090482013357LGN00,LC80090482013357LGN00,LC80090482013357LGN00
1,N,LC80090472013357LGN00,9,47,9,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/23/13,2013:357:15:16:07.5496707,2013:357:15:16:39.5499939,9,1.45,42.03275564,150.396518,4.883,5.692,Yes,"18¡47'13.96""N","72¡51'46.76""W","19¡50'03.59""N","73¡33'06.95""W","19¡28'06.35""N","71¡46'40.80""W","17¡43'45.70""N","72¡11'06.40""W","18¡05'49.85""N","73¡56'25.91""W",18.78721,-72.86299,19.83433,-73.55193,19.46843,-71.778,17.72936,-72.18511,18.09718,-73.94053,LC80090472013357LGN00,LC80090472013357LGN00,LC80090472013357LGN00
1,N,LC80090462013357LGN00,9,46,9,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/23/13,2013:357:15:15:43.5494343,2013:357:15:16:15.5497515,9,16.75,40.88675387,151.261061,4.305,4.846,Yes,"20¡13'46.81""N","72¡31'50.66""W","21¡16'37.16""N","73¡13'32.12""W","20¡54'34.81""N","71¡26'05.82""W","19¡10'16.97""N","71¡50'52.19""W","19¡32'25.73""N","73¡37'05.77""W",20.22967,-72.53074,21.27699,-73.22559,20.90967,-71.43495,19.17138,-71.84783,19.54048,-73.61827,LC80090462013357LGN00,LC80090462013357LGN00,LC80090462013357LGN00
1,N,LC80110472013355LGN00,11,47,11,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/21/13,2013:355:15:28:29.5570929,2013:355:15:29:01.5574101,9,16.96,42.13744112,150.674539,9.261,8.584,Yes,"18¡47'14.60""N","75¡57'00.58""W","19¡50'04.24""N","76¡38'20.58""W","19¡28'07.00""N","74¡51'54.65""W","17¡43'46.31""N","75¡16'20.28""W","18¡05'50.46""N","77¡01'39.58""W",18.78739,-75.95016,19.83451,-76.63905,19.46861,-74.86518,17.72953,-75.2723,18.09735,-77.02766,LC80110472013355LGN00,LC80110472013355LGN00,LC80110472013355LGN00
1,N,LC80110452013355LGN00,11,45,11,45,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/21/13,2013:355:15:27:42.5566242,2013:355:15:28:13.5569313,9,9.69,39.82532246,152.3619728,6.284,5.231,Yes,"21¡40'17.47""N","75¡16'52.82""W","22¡43'08.62""N","75¡58'56.89""W","22¡21'00.79""N","74¡10'26.04""W","20¡36'45.83""N","74¡35'35.27""W","20¡58'59.52""N","76¡22'47.10""W",21.67152,-75.28134,22.71906,-75.98247,22.35022,-74.1739,20.61273,-74.59313,20.9832,-76.37975,LC80110452013355LGN00,LC80110452013355LGN00,LC80110452013355LGN00
1,N,LC80110442013355LGN00,11,44,11,44,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/21/13,2013:355:15:27:18.5563818,2013:355:15:27:49.5566949,9,8.07,38.65254034,153.1522156,5.69,5.53,Yes,"23¡06'45.47""N","74¡56'24.25""W","24¡09'37.37""N","75¡38'52.44""W","23¡47'23.57""N","73¡49'11.86""W","22¡03'11.77""N","74¡14'45.96""W","22¡25'30.79""N","76¡03'00.94""W",23.11263,-74.94007,24.16038,-75.6479,23.78988,-73.81996,22.05327,-74.2461,22.42522,-76.05026,LC80110442013355LGN00,LC80110442013355LGN00,LC80110442013355LGN00
1,N,LC80130462013353LGN00,13,46,13,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/19/13,2013:353:15:40:27.5642727,2013:353:15:40:59.5645959,9,7.56,41.11336741,151.7932349,5.838,5.557,Yes,"20¡13'48.29""N","78¡42'14.51""W","21¡16'38.68""N","79¡23'55.68""W","20¡54'36.32""N","77¡36'29.77""W","19¡10'18.37""N","78¡01'16.28""W","19¡32'27.17""N","79¡47'29.47""W",20.23008,-78.70403,21.27741,-79.3988,20.91009,-77.60827,19.17177,-78.02119,19.54088,-79.79152,LC80130462013353LGN00,LC80130462013353LGN00,LC80130462013353LGN00
1,N,LC80060472013352LGN00,6,47,6,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/18/13,2013:352:14:57:36.5385636,2013:352:14:58:08.5388808,9,17.95,42.34523737,151.0563323,6.55,5.848,Yes,"18¡47'14.28""N","68¡13'21.90""W","19¡50'04.06""N","68¡54'42.08""W","19¡28'06.60""N","67¡08'15.83""W","17¡43'45.98""N","67¡32'41.60""W","18¡05'50.35""N","69¡18'01.26""W",18.7873,-68.22275,19.83446,-68.91169,19.4685,-67.13773,17.72944,-67.54489,18.09732,-69.30035,LC80060472013352LGN00,LC80060472013352LGN00,LC80060472013352LGN00
1,N,LC80080452013350LGN00,8,45,8,45,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/16/13,2013:350:15:09:13.5455313,2013:350:15:09:44.5458444,9,5.59,40.18313168,152.9660052,4.49,5.65,Yes,"21¡40'16.90""N","70¡38'56.33""W","22¡43'08.00""N","71¡20'59.60""W","22¡21'00.18""N","69¡32'29.87""W","20¡36'45.14""N","69¡57'39.42""W","20¡58'58.80""N","71¡44'50.17""W",21.67136,-70.64898,22.71889,-71.34989,22.35005,-69.54163,20.61254,-69.96095,20.983,-71.74727,LC80080452013350LGN00,LC80080452013350LGN00,LC80080452013350LGN00
1,N,LC80080472013350LGN00,8,47,8,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/16/13,2013:350:15:10:00.5460000,2013:350:15:10:32.5463232,9,20.26,42.51325832,151.2804885,4.439,5.485,Yes,"18¡47'15.61""N","71¡19'04.04""W","19¡50'05.46""N","72¡00'23.62""W","19¡28'08.15""N","70¡13'58.33""W","17¡43'47.28""N","70¡38'24.22""W","18¡05'51.50""N","72¡23'42.90""W",18.78767,-71.31779,19.83485,-72.00656,19.46893,-70.23287,17.7298,-70.64006,18.09764,-72.39525,LC80080472013350LGN00,LC80080472013350LGN00,LC80080472013350LGN00
1,N,LC80080462013350LGN00,8,46,8,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/16/13,2013:350:15:09:36.5457636,2013:350:15:10:08.5460808,9,13.61,41.35407743,152.14207,4.83,5.122,Yes,"20¡13'46.78""N","70¡59'08.09""W","21¡16'37.20""N","71¡40'48.79""W","20¡54'34.85""N","69¡53'23.60""W","19¡10'16.79""N","70¡18'10.33""W","19¡32'25.58""N","72¡04'22.80""W",20.22966,-70.98558,21.277,-71.68022,20.90968,-69.88989,19.17133,-70.30287,19.54044,-72.073,LC80080462013350LGN00,LC80080462013350LGN00,LC80080462013350LGN00
1,N,LC80100472013348LGN00,10,47,10,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/14/13,2013:348:15:22:24.5534424,2013:348:15:22:56.5537656,9,1.37,42.70609316,151.4813762,4.318,6.179,Yes,"18¡47'15.36""N","74¡24'43.06""W","19¡50'05.10""N","75¡06'02.77""W","19¡28'07.72""N","73¡19'37.06""W","17¡43'46.99""N","73¡44'03.05""W","18¡05'51.32""N","75¡29'22.16""W",18.7876,-74.41196,19.83475,-75.10077,19.46881,-73.32696,17.72972,-73.73418,18.09759,-75.48949,LC80100472013348LGN00,LC80100472013348LGN00,LC80100472013348LGN00
1,N,LC80100482013348LGN00,10,48,10,48,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/14/13,2013:348:15:22:48.5536848,2013:348:15:23:20.5540020,9,14.26,43.85648572,150.5765889,4.748,6.671,Yes,"17¡20'39.55""N","74¡44'25.58""W","18¡23'28.93""N","75¡25'26.15""W","18¡01'35.94""N","73¡39'54.65""W","16¡17'12.73""N","74¡04'01.45""W","16¡39'13.18""N","75¡48'32.22""W",17.34432,-74.74044,18.39137,-75.42393,18.02665,-73.66518,16.28687,-74.06707,16.65366,-75.80895,LC80100482013348LGN00,LC80100482013348LGN00,LC80100482013348LGN00
1,N,LC80100462013348LGN00,10,46,10,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/14/13,2013:348:15:22:00.5532000,2013:348:15:22:32.5535232,9,4.53,41.54368582,152.3447206,5.038,5.859,Yes,"20¡13'47.35""N","74¡04'46.78""W","21¡16'37.81""N","74¡46'27.55""W","20¡54'35.35""N","72¡59'02.11""W","19¡10'17.36""N","73¡23'48.91""W","19¡32'26.23""N","75¡10'01.70""W",20.22982,-74.07966,21.27717,-74.77432,20.90982,-72.98392,19.17149,-73.39692,19.54062,-75.16714,LC80100462013348LGN00,LC80100462013348LGN00,LC80100462013348LGN00
1,N,LC80100452013348LGN00,10,45,10,45,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/14/13,2013:348:15:21:36.5529636,2013:348:15:22:08.5532808,9,6.18,40.3694787,153.1701182,5.851,5.141,Yes,"21¡40'18.44""N","73¡44'34.80""W","22¡43'09.66""N","74¡26'38.18""W","22¡21'01.73""N","72¡38'08.09""W","20¡36'46.58""N","73¡03'17.75""W","20¡59'00.35""N","74¡50'28.82""W",21.67179,-73.743,22.71935,-74.44394,22.35048,-72.63558,20.61294,-73.05493,20.98343,-74.84134,LC80100452013348LGN00,LC80100452013348LGN00,LC80100452013348LGN00
1,N,LC80100442013348LGN00,10,44,10,44,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/14/13,2013:348:15:21:12.5527212,2013:348:15:21:44.5530444,9,19.45,39.18504288,153.9599846,5.394,4.748,Yes,"23¡06'45.43""N","73¡24'06.08""W","24¡09'37.55""N","74¡06'33.80""W","23¡47'23.68""N","72¡16'54.01""W","22¡03'11.70""N","72¡42'28.44""W","22¡25'30.79""N","74¡30'42.62""W",23.11262,-73.40169,24.16043,-74.10939,23.78991,-72.28167,22.05325,-72.7079,22.42522,-74.51184,LC80100442013348LGN00,LC80100442013348LGN00,LC80100442013348LGN00
1,N,LC80120462013346LGN00,12,46,12,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/12/13,2013:346:15:34:23.5606323,2013:346:15:34:55.5609555,9,1.04,41.75798989,152.5244687,5.446,5.285,Yes,"20¡13'46.56""N","77¡10'21.47""W","21¡16'37.06""N","77¡52'02.17""W","20¡54'34.70""N","76¡04'37.09""W","19¡10'16.54""N","76¡29'23.86""W","19¡32'25.33""N","78¡15'36.25""W",20.2296,-77.17263,21.27696,-77.86727,20.90964,-76.07697,19.17126,-76.48996,19.54037,-78.26007,LC80120462013346LGN00,LC80120462013346LGN00,LC80120462013346LGN00
1,N,LC80120452013346LGN00,12,45,12,45,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/12/13,2013:346:15:33:59.5603959,2013:346:15:34:31.5607131,9,8.43,40.58108558,153.3521631,6.501,5.822,Yes,"21¡40'17.65""N","76¡50'09.56""W","22¡43'08.80""N","77¡32'12.88""W","22¡21'00.86""N","75¡43'42.96""W","20¡36'45.86""N","76¡08'52.55""W","20¡58'59.59""N","77¡56'03.48""W",21.67157,-76.83599,22.71911,-77.53691,22.35024,-75.7286,20.61274,-76.14793,20.98322,-77.9343,LC80120452013346LGN00,LC80120452013346LGN00,LC80120452013346LGN00
1,N,LC80120442013346LGN00,12,44,12,44,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/12/13,2013:346:15:33:35.5601535,2013:346:15:34:07.5604707,9,6.81,39.39379774,154.1442161,5.651,5.225,Yes,"23¡06'45.47""N","76¡29'40.63""W","24¡09'37.62""N","77¡12'08.50""W","23¡47'23.68""N","75¡22'28.45""W","22¡03'11.70""N","75¡48'02.77""W","22¡25'30.90""N","77¡36'17.24""W",23.11263,-76.49462,24.16045,-77.20236,23.78991,-75.37457,22.05325,-75.80077,22.42525,-77.60479,LC80120442013346LGN00,LC80120442013346LGN00,LC80120442013346LGN00
1,N,LC80120482013346LGN00,12,48,12,48,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/12/13,2013:346:15:35:11.5611111,2013:346:15:35:43.5614343,9,16.12,44.07583211,150.7509622,6.684,7.007,Yes,"17¡20'40.45""N","77¡49'59.81""W","18¡23'29.83""N","78¡31'00.23""W","18¡01'36.91""N","76¡45'29.16""W","16¡17'13.63""N","77¡09'36.00""W","16¡39'13.97""N","78¡54'06.34""W",17.34457,-77.83328,18.39162,-78.51673,18.02692,-76.7581,16.28712,-77.16,16.65388,-78.90176,LC80120482013346LGN00,LC80120482013346LGN00,LC80120482013346LGN00
1,N,LC80090482013341LGN00,9,48,9,48,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/7/13,2013:341:15:16:41.5500141,2013:341:15:17:13.5503313,9,5.27,44.73069214,151.0760361,4.613,5.931,Yes,"17¡20'40.38""N","73¡11'56.58""W","18¡23'29.72""N","73¡52'56.03""W","18¡01'37.24""N","72¡07'26.72""W","16¡17'13.67""N","72¡31'33.56""W","16¡39'13.61""N","74¡16'02.21""W",17.34455,-73.19905,18.39159,-73.88223,18.02701,-72.12409,16.28713,-72.52599,16.65378,-74.26728,LC80090482013341LGN00,LC80090482013341LGN00,LC80090482013341LGN00
1,N,LC80090472013341LGN00,9,47,9,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/7/13,2013:341:15:16:17.5497717,2013:341:15:16:49.5500949,9,4.38,43.57285336,151.9963233,5.202,5.632,Yes,"18¡47'14.57""N","72¡52'14.59""W","19¡50'04.38""N","73¡33'33.73""W","19¡28'07.25""N","71¡47'09.10""W","17¡43'46.13""N","72¡11'34.94""W","18¡05'50.24""N","73¡56'53.05""W",18.78738,-72.87072,19.83455,-73.55937,19.46868,-71.78586,17.72948,-72.19304,18.09729,-73.94807,LC80090472013341LGN00,LC80090472013341LGN00,LC80090472013341LGN00
1,N,LC80110482013339LGN00,11,48,11,48,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/5/13,2013:339:15:29:03.5574303,2013:339:15:29:35.5577535,9,9.71,45.0300319,151.1585932,6.679,6.326,Yes,"17¡20'40.85""N","76¡17'12.98""W","18¡23'30.23""N","76¡58'13.04""W","18¡01'37.38""N","75¡12'42.44""W","16¡17'13.96""N","75¡36'49.32""W","16¡39'14.18""N","77¡21'19.22""W",17.34468,-76.28694,18.39173,-76.97029,18.02705,-75.21179,16.28721,-75.6137,16.65394,-77.35534,LC80110482013339LGN00,LC80110482013339LGN00,LC80110482013339LGN00
1,N,LC80110472013339LGN00,11,47,11,47,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/5/13,2013:339:15:28:39.5571939,2013:339:15:29:11.5575111,9,8.53,43.87093172,152.0861022,6.821,6.253,Yes,"18¡47'14.89""N","75¡57'30.85""W","19¡50'04.78""N","76¡38'49.78""W","19¡28'07.64""N","74¡52'25.57""W","17¡43'46.52""N","75¡16'51.60""W","18¡05'50.57""N","77¡02'09.24""W",18.78747,-75.95857,19.83466,-76.64716,19.46879,-74.87377,17.72959,-75.281,18.09738,-77.0359,LC80110472013339LGN00,LC80110472013339LGN00,LC80110472013339LGN00
1,N,LC80110452013339LGN00,11,45,11,45,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/5/13,2013:339:15:27:51.5567151,2013:339:15:28:23.5570323,9,6.08,41.51558531,153.8144688,6.132,6.212,Yes,"21¡40'18.44""N","75¡17'22.60""W","22¡43'09.73""N","75¡59'25.44""W","22¡21'02.02""N","74¡10'56.53""W","20¡36'46.58""N","74¡36'06.16""W","20¡59'00.13""N","76¡23'16.12""W",21.67179,-75.28961,22.71937,-75.9904,22.35056,-74.18237,20.61294,-74.60171,20.98337,-76.38781,LC80110452013339LGN00,LC80110452013339LGN00,LC80110452013339LGN00
1,N,LC80110442013339LGN00,11,44,11,44,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/5/13,2013:339:15:27:27.5564727,2013:339:15:27:59.5567959,9,18.4,40.32141282,154.621498,5.886,5.149,Yes,"23¡06'46.58""N","74¡56'53.70""W","24¡09'38.74""N","75¡39'20.77""W","23¡47'25.12""N","73¡49'42.17""W","22¡03'12.74""N","74¡15'16.60""W","22¡25'31.66""N","76¡03'29.66""W",23.11294,-74.94825,24.16076,-75.65577,23.79031,-73.82838,22.05354,-74.25461,22.42546,-76.05824,LC80110442013339LGN00,LC80110442013339LGN00,LC80110442013339LGN00
1,N,LC80110462013339LGN00,11,46,11,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/5/13,2013:339:15:28:15.5569515,2013:339:15:28:47.5572747,9,19.87,42.69900018,152.9704273,6.344,5.894,Yes,"20¡13'48.07""N","75¡37'34.36""W","21¡16'38.60""N","76¡19'14.45""W","20¡54'36.47""N","74¡31'50.48""W","19¡10'18.01""N","74¡56'37.28""W","19¡32'26.59""N","76¡42'48.64""W",20.23002,-75.62621,21.27739,-76.32068,20.91013,-74.53069,19.17167,-74.94369,19.54072,-76.71351,LC80110462013339LGN00,LC80110462013339LGN00,LC80110462013339LGN00
1,N,LC80130442013337LGN00,13,44,13,44,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/3/13,2013:337:15:39:49.5638949,2013:337:15:40:21.5642121,9,4.56,40.63802778,154.7055953,5.022,5.776,Yes,"23¡06'46.04""N","78¡02'06.14""W","24¡09'38.41""N","78¡44'33.14""W","23¡47'24.65""N","76¡54'54.54""W","22¡03'12.28""N","77¡20'29.15""W","22¡25'31.30""N","79¡08'42.25""W",23.11279,-78.03504,24.16067,-78.74254,23.79018,-76.91515,22.05341,-77.34143,22.42536,-79.14507,LC80130442013337LGN00,LC80130442013337LGN00,LC80130442013337LGN00
1,N,LC80130452013337LGN00,13,45,13,45,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/3/13,2013:337:15:40:13.5641313,2013:337:15:40:45.5644545,9,10.01,41.83329482,153.8919395,7.17,6.16,Yes,"21¡40'18.08""N","78¡22'35.29""W","22¡43'09.30""N","79¡04'37.81""W","22¡21'01.58""N","77¡16'09.30""W","20¡36'46.15""N","77¡41'19.07""W","20¡58'59.70""N","79¡28'28.63""W",21.67169,-78.37647,22.71925,-79.07717,22.35044,-77.26925,20.61282,-77.68863,20.98325,-79.47462,LC80130452013337LGN00,LC80130452013337LGN00,LC80130452013337LGN00
1,N,LC80130462013337LGN00,13,46,13,46,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI_TIRS,12/3/13,2013:337:15:40:37.5643737,2013:337:15:41:09.5646909,9,12.84,43.01796932,153.0405855,7.364,5.991,Yes,"20¡13'46.85""N","78¡42'47.38""W","21¡16'37.42""N","79¡24'27.22""W","20¡54'35.21""N","77¡37'03.47""W","19¡10'16.72""N","78¡01'50.48""W","19¡32'25.37""N","79¡48'01.58""W",20.22968,-78.71316,21.27706,-79.40756,20.90978,-77.61763,19.17131,-78.03069,19.54038,-79.80044,LC80130462013337LGN00,LC80130462013337LGN00,LC80130462013337LGN00
